Invoice ID;Branch;City;Customer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Time;Payment;cogs;gross margin percentage;gross income;Rating
189-55-2313;C;Naypyitaw;Normal;Female;Fashion accessories; 62 ; 10 ; 31 ; 653 ;31/01/2019;10:33:00;Ewallet;621,8;4,761904762;31,09;6
565-91-4567;B;Mandalay;Normal;Male;Health and beauty; 11 ; 8 ; 4 ; 90 ;15/03/2019;14:38:00;Ewallet;86;4,761904762;4,3;6,2
380-60-5336;A;Yangon;Normal;Female;Electronic accessories; 40 ; 10 ; 20 ; 423 ;24/02/2019;18:06:00;Credit card;402,6;4,761904762;20,13;5
815-04-6282;C;Naypyitaw;Member;Female;Sports and travel; 65 ; 5 ; 16 ; 341 ;02/08/2019;12:52:00;Credit card;324,85;4,761904762;16,2425;6,5
674-56-6360;A;Yangon;Normal;Male;Electronic accessories; 95 ; 1 ; 5 ; 100 ;22/03/2019;14:00:00;Cash;95,15;4,761904762;4,7575;6
778-34-2523;A;Yangon;Member;Female;Electronic accessories; 49 ; 8 ; 19 ; 408 ;24/01/2019;10:57:00;Cash;388,96;4,761904762;19,448;5
499-27-7781;B;Mandalay;Normal;Female;Food and beverages; 53 ; 8 ; 21 ; 447 ;14/03/2019;16:45:00;Ewallet;425,68;4,761904762;21,284;5
477-59-2456;C;Naypyitaw;Normal;Female;Fashion accessories; 45 ; 7 ; 16 ; 334 ;23/01/2019;11:15:00;Cash;318,08;4,761904762;15,904;9,2
832-51-6761;A;Yangon;Normal;Male;Food and beverages; 34 ; 8 ; 14 ; 285 ;19/01/2019;20:29:00;Ewallet;271,04;4,761904762;13,552;9,6
869-11-3082;B;Mandalay;Member;Male;Health and beauty; 96 ; 4 ; 19 ; 404 ;27/01/2019;20:03:00;Credit card;384,64;4,761904762;19,232;8,4
190-59-3964;B;Mandalay;Member;Male;Food and beverages; 47 ; 5 ; 12 ; 248 ;02/03/2019;14:35:00;Credit card;235,8;4,761904762;11,79;6
366-43-6862;B;Mandalay;Normal;Male;Electronic accessories; 53 ; 4 ; 11 ; 222 ;25/03/2019;16:32:00;Ewallet;211,56;4,761904762;10,578;6,7
186-43-8965;A;Yangon;Member;Female;Home and lifestyle; 48 ; 2 ; 5 ; 100 ;24/02/2019;10:10:00;Credit card;95,36;4,761904762;4,768;4,1
784-21-9238;C;Naypyitaw;Member;Male;Sports and travel; 10 ; 1 ; 1 ; 11 ;02/07/2019;14:15:00;Cash;10,17;4,761904762;0,5085;5,9
276-75-6884;A;Yangon;Normal;Female;Health and beauty; 69 ; 3 ; 10 ; 216 ;03/04/2019;10:05:00;Cash;206,13;4,761904762;10,3065;8,7
109-86-4363;B;Mandalay;Member;Female;Sports and travel; 60 ; 7 ; 21 ; 442 ;14/02/2019;11:36:00;Credit card;420,56;4,761904762;21,028;4,5
569-76-2760;A;Yangon;Member;Female;Sports and travel; 22 ; 4 ; 4 ; 92 ;29/01/2019;18:15:00;Credit card;88,04;4,761904762;4,402;6,6
222-42-0244;B;Mandalay;Member;Female;Health and beauty; 72 ; 9 ; 32 ; 681 ;28/01/2019;13:53:00;Credit card;648,99;4,761904762;32,4495;7,7
760-53-9233;A;Yangon;Member;Male;Fashion accessories; 41 ; 3 ; 6 ; 130 ;26/03/2019;18:37:00;Credit card;123,84;4,761904762;6,192;8,5
538-22-0304;C;Naypyitaw;Normal;Male;Electronic accessories; 65 ; 10 ; 32 ; 682 ;24/03/2019;18:27:00;Cash;649,5;4,761904762;32,475;5,2
416-17-9926;A;Yangon;Member;Female;Electronic accessories; 74 ; 10 ; 37 ; 779 ;01/01/2019;14:42:00;Credit card;742,2;4,761904762;37,11;4,3
237-44-6163;A;Yangon;Normal;Male;Electronic accessories; 11 ; 8 ; 4 ; 89 ;24/01/2019;17:43:00;Cash;84,48;4,761904762;4,224;7,6
636-17-0325;B;Mandalay;Normal;Male;Health and beauty; 63 ; 4 ; 13 ; 263 ;25/02/2019;18:37:00;Cash;250,28;4,761904762;12,514;9,5
343-75-9322;B;Mandalay;Member;Female;Sports and travel; 12 ; 8 ; 5 ; 100 ;01/09/2019;16:34:00;Cash;94,8;4,761904762;4,74;4,1
528-14-9470;A;Yangon;Member;Male;Health and beauty; 91 ; 1 ; 5 ; 96 ;14/02/2019;14:42:00;Ewallet;91,3;4,761904762;4,565;9,2
427-45-9297;B;Mandalay;Member;Female;Home and lifestyle; 41 ; 7 ; 14 ; 299 ;03/12/2019;11:01:00;Ewallet;285,11;4,761904762;14,2555;5,4
807-34-3742;A;Yangon;Normal;Male;Fashion accessories; 52 ; 1 ; 3 ; 55 ;26/03/2019;19:44:00;Cash;52,38;4,761904762;2,619;5,8
288-62-1085;A;Yangon;Member;Male;Fashion accessories; 39 ; 5 ; 10 ; 202 ;01/09/2019;13:34:00;Ewallet;192,7;4,761904762;9,635;5,6
670-71-7306;B;Mandalay;Normal;Male;Sports and travel; 45 ; 6 ; 13 ; 281 ;01/02/2019;20:08:00;Credit card;267,78;4,761904762;13,389;5,1
660-29-7083;C;Naypyitaw;Normal;Male;Electronic accessories; 56 ; 10 ; 28 ; 587 ;15/01/2019;15:01:00;Cash;558,7;4,761904762;27,935;5,8
271-77-8740;C;Naypyitaw;Member;Female;Sports and travel; 29 ; 6 ; 9 ; 184 ;01/01/2019;11:40:00;Ewallet;175,32;4,761904762;8,766;5
497-36-0989;A;Yangon;Normal;Male;Fashion accessories; 52 ; 3 ; 8 ; 164 ;15/02/2019;15:21:00;Cash;155,82;4,761904762;7,791;7,9
291-59-1384;B;Mandalay;Normal;Male;Electronic accessories; 60 ; 1 ; 3 ; 63 ;28/02/2019;17:38:00;Cash;60,3;4,761904762;3,015;6
860-73-6466;A;Yangon;Member;Female;Sports and travel; 39 ; 2 ; 4 ; 83 ;03/02/2019;16:16:00;Credit card;78,94;4,761904762;3,947;5
549-23-9016;C;Naypyitaw;Member;Female;Food and beverages; 15 ; 2 ; 1 ; 31 ;13/02/2019;18:15:00;Credit card;29,74;4,761904762;1,487;8,9
896-34-0956;A;Yangon;Normal;Male;Fashion accessories; 21 ; 1 ; 1 ; 22 ;26/01/2019;12:43:00;Cash;21,32;4,761904762;1,066;5,9
804-38-3935;A;Yangon;Member;Male;Electronic accessories; 94 ; 3 ; 14 ; 295 ;30/01/2019;11:32:00;Credit card;281,34;4,761904762;14,067;5,9
585-90-0249;A;Yangon;Member;Male;Electronic accessories; 73 ; 1 ; 4 ; 77 ;27/01/2019;18:08:00;Ewallet;73,26;4,761904762;3,663;9,7
862-29-5914;C;Naypyitaw;Normal;Female;Sports and travel; 22 ; 1 ; 1 ; 23 ;30/01/2019;17:08:00;Credit card;22,38;4,761904762;1,119;8,6
845-94-6841;C;Naypyitaw;Member;Female;Food and beverages; 73 ; 9 ; 33 ; 689 ;01/08/2019;19:38:00;Cash;655,92;4,761904762;32,796;4
125-45-2293;A;Yangon;Normal;Female;Fashion accessories; 99 ; 6 ; 30 ; 624 ;19/01/2019;13:11:00;Cash;594,6;4,761904762;29,73;4,2
843-73-4724;A;Yangon;Normal;Male;Fashion accessories; 74 ; 1 ; 4 ; 78 ;25/01/2019;11:05:00;Cash;74,1;4,761904762;3,705;9,2
409-33-9708;A;Yangon;Normal;Female;Fashion accessories; 98 ; 2 ; 10 ; 207 ;19/02/2019;10:12:00;Ewallet;196,96;4,761904762;9,848;9,2
658-66-3967;C;Naypyitaw;Normal;Male;Health and beauty; 53 ; 7 ; 19 ; 391 ;14/01/2019;15:42:00;Ewallet;372,33;4,761904762;18,6165;5
866-70-2814;B;Mandalay;Normal;Female;Electronic accessories; 53 ; 10 ; 26 ; 554 ;25/02/2019;11:58:00;Ewallet;527,9;4,761904762;26,395;10
160-22-2687;A;Yangon;Member;Female;Health and beauty; 96 ; 5 ; 24 ; 504 ;23/01/2019;14:21:00;Ewallet;479,75;4,761904762;23,9875;8,8
895-03-6665;B;Mandalay;Normal;Female;Fashion accessories; 37 ; 9 ; 16 ; 345 ;16/02/2019;10:52:00;Cash;328,59;4,761904762;16,4295;4,2
770-42-8960;B;Mandalay;Normal;Male;Food and beverages; 21 ; 8 ; 8 ; 177 ;01/01/2019;19:31:00;Cash;168,96;4,761904762;8,448;6,3
748-45-2862;A;Yangon;Member;Female;Home and lifestyle; 28 ; 4 ; 6 ; 119 ;03/07/2019;18:35:00;Cash;113,24;4,761904762;5,662;8,2
234-36-2483;B;Mandalay;Normal;Male;Health and beauty; 58 ; 6 ; 17 ; 363 ;15/02/2019;13:51:00;Cash;345,54;4,761904762;17,277;5,1
316-66-3011;A;Yangon;Member;Female;Food and beverages; 48 ; 9 ; 21 ; 450 ;23/01/2019;12:35:00;Cash;428,67;4,761904762;21,4335;5
848-95-6252;C;Naypyitaw;Member;Female;Home and lifestyle; 86 ; 1 ; 4 ; 91 ;20/02/2019;13:24:00;Ewallet;86,27;4,761904762;4,3135;7
840-76-5966;A;Yangon;Member;Male;Sports and travel; 13 ; 2 ; 1 ; 27 ;01/08/2019;18:06:00;Ewallet;25,52;4,761904762;1,276;7,8
152-03-4217;B;Mandalay;Normal;Female;Home and lifestyle; 11 ; 9 ; 5 ; 107 ;17/03/2019;11:55:00;Credit card;101,52;4,761904762;5,076;4,3
533-66-5566;B;Mandalay;Normal;Female;Home and lifestyle; 51 ; 7 ; 18 ; 375 ;01/12/2019;11:42:00;Cash;357,49;4,761904762;17,8745;7
124-31-1458;A;Yangon;Member;Female;Electronic accessories; 80 ; 3 ; 12 ; 251 ;01/08/2019;14:30:00;Cash;238,77;4,761904762;11,9385;6,6
176-78-1170;C;Naypyitaw;Member;Male;Health and beauty; 34 ; 3 ; 5 ; 107 ;26/01/2019;15:11:00;Ewallet;101,43;4,761904762;5,0715;7,3
361-59-0574;B;Mandalay;Member;Male;Sports and travel; 91 ; 8 ; 36 ; 760 ;15/03/2019;14:48:00;Credit card;724,24;4,761904762;36,212;6,5
101-81-4070;C;Naypyitaw;Member;Female;Health and beauty; 63 ; 2 ; 6 ; 132 ;17/01/2019;12:36:00;Ewallet;125,64;4,761904762;6,282;4,9
631-34-1880;C;Naypyitaw;Member;Male;Food and beverages; 24 ; 3 ; 4 ; 77 ;01/08/2019;19:09:00;Credit card;72,93;4,761904762;3,6465;4,3
852-82-2749;A;Yangon;Normal;Male;Sports and travel; 65 ; 4 ; 13 ; 271 ;01/06/2019;13:35:00;Ewallet;258,36;4,761904762;12,918;9,3
873-14-6353;A;Yangon;Member;Male;Food and beverages; 25 ; 7 ; 9 ; 182 ;16/02/2019;10:33:00;Credit card;173,74;4,761904762;8,687;7,1
584-66-4073;C;Naypyitaw;Normal;Male;Fashion accessories; 57 ; 1 ; 3 ; 59 ;13/03/2019;15:45:00;Ewallet;56,5;4,761904762;2,825;9,6
544-55-9589;B;Mandalay;Member;Female;Electronic accessories; 21 ; 10 ; 11 ; 225 ;28/01/2019;11:51:00;Cash;214,3;4,761904762;10,715;6,2
166-19-2553;A;Yangon;Member;Male;Sports and travel; 89 ; 6 ; 27 ; 561 ;18/01/2019;17:26:00;Cash;534,36;4,761904762;26,718;9,9
737-88-5876;A;Yangon;Member;Male;Home and lifestyle; 23 ; 4 ; 5 ; 98 ;19/03/2019;11:52:00;Credit card;93,16;4,761904762;4,658;5,9
154-87-7367;C;Naypyitaw;Normal;Male;Home and lifestyle; 65 ; 8 ; 26 ; 548 ;15/03/2019;14:04:00;Ewallet;522,08;4,761904762;26,104;6,3
885-56-0389;C;Naypyitaw;Member;Male;Fashion accessories; 52 ; 1 ; 3 ; 55 ;02/12/2019;17:49:00;Cash;52,35;4,761904762;2,6175;4
608-05-3804;B;Mandalay;Member;Male;Electronic accessories; 40 ; 1 ; 2 ; 42 ;25/02/2019;20:19:00;Cash;39,75;4,761904762;1,9875;6,1
448-61-3783;A;Yangon;Normal;Female;Electronic accessories; 90 ; 8 ; 36 ; 756 ;21/03/2019;16:08:00;Credit card;720,16;4,761904762;36,008;4,5
761-49-0439;B;Mandalay;Member;Female;Electronic accessories; 12 ; 8 ; 5 ; 102 ;19/01/2019;10:17:00;Ewallet;96,8;4,761904762;4,84;8,6
490-95-0021;B;Mandalay;Member;Female;Food and beverages; 33 ; 10 ; 17 ; 349 ;01/08/2019;14:25:00;Ewallet;332,1;4,761904762;16,605;6
115-38-7388;C;Naypyitaw;Member;Female;Fashion accessories; 10 ; 8 ; 4 ; 86 ;30/03/2019;12:51:00;Credit card;81,44;4,761904762;4,072;9,5
311-13-6971;B;Mandalay;Member;Male;Sports and travel; 32 ; 10 ; 16 ; 336 ;20/02/2019;15:18:00;Credit card;319,9;4,761904762;15,995;9,9
291-55-6563;A;Yangon;Member;Female;Home and lifestyle; 34 ; 6 ; 10 ; 217 ;30/03/2019;12:45:00;Ewallet;206,52;4,761904762;10,326;7,5
548-48-3156;A;Yangon;Member;Female;Food and beverages; 83 ; 2 ; 8 ; 175 ;19/03/2019;13:37:00;Cash;166,68;4,761904762;8,334;7,6
460-93-5834;A;Yangon;Normal;Male;Sports and travel; 46 ; 7 ; 16 ; 335 ;13/01/2019;10:03:00;Cash;319,06;4,761904762;15,953;5
325-89-4209;A;Yangon;Member;Male;Food and beverages; 88 ; 1 ; 4 ; 92 ;02/05/2019;19:42:00;Ewallet;87,9;4,761904762;4,395;6,7
884-80-6021;A;Yangon;Member;Female;Electronic accessories; 73 ; 10 ; 37 ; 771 ;23/03/2019;13:14:00;Ewallet;734,7;4,761904762;36,735;9,5
137-74-8729;C;Naypyitaw;Normal;Female;Fashion accessories; 12 ; 8 ; 5 ; 102 ;13/03/2019;12:47:00;Ewallet;97,52;4,761904762;4,876;6,8
880-46-5796;A;Yangon;Member;Male;Sports and travel; 77 ; 10 ; 38 ; 808 ;17/03/2019;19:53:00;Ewallet;769,2;4,761904762;38,46;5,6
389-70-2397;C;Naypyitaw;Normal;Female;Health and beauty; 84 ; 5 ; 21 ; 439 ;21/02/2019;10:26:00;Cash;418,3;4,761904762;20,915;7,2
114-35-5271;B;Mandalay;Normal;Female;Electronic accessories; 58 ; 8 ; 23 ; 486 ;02/07/2019;15:06:00;Cash;463,28;4,761904762;23,164;8,1
607-76-6216;C;Naypyitaw;Member;Female;Fashion accessories; 92 ; 5 ; 23 ; 486 ;03/02/2019;16:35:00;Credit card;462,45;4,761904762;23,1225;8,6
715-20-1673;B;Mandalay;Normal;Male;Electronic accessories; 28 ; 5 ; 7 ; 149 ;03/06/2019;20:57:00;Cash;141,9;4,761904762;7,095;9,4
811-35-1094;B;Mandalay;Member;Male;Electronic accessories; 50 ; 6 ; 15 ; 318 ;02/06/2019;15:16:00;Credit card;302,7;4,761904762;15,135;8,9
699-88-1972;B;Mandalay;Normal;Male;Health and beauty; 99 ; 8 ; 40 ; 833 ;28/01/2019;17:47:00;Credit card;793,28;4,761904762;39,664;4,2
781-84-8059;C;Naypyitaw;Normal;Male;Fashion accessories; 61 ; 7 ; 21 ; 446 ;18/01/2019;16:23:00;Ewallet;425,18;4,761904762;21,259;5
409-49-6995;C;Naypyitaw;Member;Female;Food and beverages; 47 ; 6 ; 14 ; 298 ;02/05/2019;10:17:00;Cash;283,62;4,761904762;14,181;8,8
725-54-0677;C;Naypyitaw;Member;Male;Health and beauty; 86 ; 7 ; 30 ; 629 ;03/02/2019;13:50:00;Cash;599,2;4,761904762;29,96;5,3
146-09-5432;A;Yangon;Member;Male;Food and beverages; 35 ; 9 ; 16 ; 331 ;02/09/2019;19:17:00;Ewallet;315,36;4,761904762;15,768;4,6
377-79-7592;C;Naypyitaw;Member;Female;Electronic accessories; 45 ; 9 ; 20 ; 424 ;14/01/2019;14:00:00;Credit card;403,56;4,761904762;20,178;7,5
509-10-0516;B;Mandalay;Normal;Male;Home and lifestyle; 46 ; 4 ; 9 ; 193 ;02/09/2019;12:02:00;Ewallet;183,88;4,761904762;9,194;5,1
595-94-9924;A;Yangon;Member;Female;Health and beauty; 28 ; 5 ; 7 ; 146 ;26/03/2019;20:21:00;Credit card;138,65;4,761904762;6,9325;4,2
865-41-9075;A;Yangon;Normal;Male;Food and beverages; 12 ; 7 ; 4 ; 85 ;28/01/2019;17:35:00;Cash;80,71;4,761904762;4,0355;8,1
545-07-8534;C;Naypyitaw;Normal;Female;Health and beauty; 58 ; 2 ; 6 ; 122 ;14/02/2019;12:42:00;Ewallet;116,64;4,761904762;5,832;6
118-62-1812;C;Naypyitaw;Member;Female;Home and lifestyle; 78 ; 4 ; 16 ; 329 ;24/03/2019;17:56:00;Cash;313,52;4,761904762;15,676;7,9
450-42-3339;C;Naypyitaw;Normal;Male;Health and beauty; 85 ; 10 ; 42 ; 888 ;02/09/2019;18:58:00;Credit card;846,1;4,761904762;42,305;8,8
851-98-3555;B;Mandalay;Normal;Female;Health and beauty; 83 ; 5 ; 21 ; 435 ;24/03/2019;14:08:00;Credit card;414,4;4,761904762;20,72;6,6
186-71-5196;A;Yangon;Member;Female;Food and beverages; 80 ; 2 ; 8 ; 167 ;27/03/2019;16:30:00;Ewallet;159,08;4,761904762;7,954;6,2
624-01-8356;B;Mandalay;Normal;Female;Home and lifestyle; 49 ; 10 ; 25 ; 515 ;27/01/2019;10:44:00;Credit card;490,1;4,761904762;24,505;4,2
313-66-9943;B;Mandalay;Member;Female;Food and beverages; 29 ; 3 ; 4 ; 92 ;27/03/2019;20:29:00;Credit card;87,45;4,761904762;4,3725;7,3
151-27-8496;C;Naypyitaw;Normal;Female;Electronic accessories; 56 ; 4 ; 11 ; 236 ;19/01/2019;11:43:00;Ewallet;224,52;4,761904762;11,226;8,6
453-33-6436;A;Yangon;Normal;Female;Home and lifestyle; 93 ; 8 ; 37 ; 782 ;02/07/2019;10:09:00;Cash;744,96;4,761904762;37,248;6,8
522-57-8364;A;Yangon;Member;Male;Fashion accessories; 51 ; 8 ; 21 ; 431 ;31/01/2019;10:00:00;Ewallet;410,72;4,761904762;20,536;7,6
459-45-2396;A;Yangon;Member;Female;Food and beverages; 100 ; 3 ; 15 ; 314 ;25/02/2019;18:45:00;Cash;298,8;4,761904762;14,94;5,8
717-96-4189;C;Naypyitaw;Normal;Female;Electronic accessories; 35 ; 6 ; 11 ; 224 ;02/02/2019;12:40:00;Cash;212,94;4,761904762;10,647;4,1
722-13-2115;C;Naypyitaw;Member;Male;Sports and travel; 43 ; 1 ; 2 ; 45 ;14/03/2019;15:36:00;Credit card;42,85;4,761904762;2,1425;9,3
749-81-8133;A;Yangon;Normal;Female;Fashion accessories; 95 ; 4 ; 19 ; 398 ;03/11/2019;12:04:00;Cash;378,68;4,761904762;18,934;6,8
777-67-2495;B;Mandalay;Normal;Male;Home and lifestyle; 69 ; 3 ; 10 ; 217 ;22/02/2019;11:26:00;Ewallet;206,91;4,761904762;10,3455;8,7
636-98-3364;B;Mandalay;Member;Female;Electronic accessories; 26 ; 3 ; 4 ; 83 ;03/02/2019;12:36:00;Ewallet;78,78;4,761904762;3,939;6,3
246-55-6923;C;Naypyitaw;Member;Female;Home and lifestyle; 36 ; 9 ; 16 ; 338 ;03/10/2019;15:06:00;Credit card;322,11;4,761904762;16,1055;5,1
181-82-6255;B;Mandalay;Normal;Female;Home and lifestyle; 16 ; 6 ; 5 ; 103 ;02/08/2019;10:58:00;Cash;98,22;4,761904762;4,911;7
838-02-1821;C;Naypyitaw;Member;Female;Home and lifestyle; 13 ; 2 ; 1 ; 27 ;22/02/2019;12:10:00;Credit card;25,46;4,761904762;1,273;5,2
887-42-0517;C;Naypyitaw;Normal;Female;Sports and travel; 83 ; 7 ; 29 ; 611 ;01/10/2019;10:31:00;Credit card;581,98;4,761904762;29,099;6,6
457-12-0244;C;Naypyitaw;Member;Female;Sports and travel; 35 ; 6 ; 11 ; 222 ;14/03/2019;13:49:00;Ewallet;211,32;4,761904762;10,566;6,5
226-34-0034;B;Mandalay;Normal;Female;Electronic accessories; 14 ; 4 ; 3 ; 58 ;01/10/2019;11:10:00;Ewallet;55,12;4,761904762;2,756;9
321-49-7382;B;Mandalay;Member;Male;Sports and travel; 88 ; 1 ; 4 ; 93 ;15/02/2019;17:38:00;Credit card;88,31;4,761904762;4,4155;5,2
397-25-8725;A;Yangon;Member;Female;Health and beauty; 40 ; 9 ; 18 ; 374 ;13/01/2019;17:54:00;Credit card;356,58;4,761904762;17,829;6,8
431-66-2305;B;Mandalay;Normal;Female;Electronic accessories; 88 ; 9 ; 40 ; 834 ;15/02/2019;20:51:00;Credit card;794,25;4,761904762;39,7125;7,6
825-94-5922;B;Mandalay;Normal;Male;Sports and travel; 25 ; 2 ; 3 ; 53 ;03/02/2019;19:26:00;Ewallet;50,62;4,761904762;2,531;7,2
641-62-7288;B;Mandalay;Normal;Male;Home and lifestyle; 100 ; 6 ; 30 ; 629 ;24/03/2019;13:33:00;Ewallet;599,52;4,761904762;29,976;7,1
756-93-1854;C;Naypyitaw;Member;Female;Fashion accessories; 83 ; 2 ; 8 ; 175 ;02/02/2019;14:05:00;Credit card;166,7;4,761904762;8,335;9,5
243-55-8457;A;Yangon;Normal;Female;Food and beverages; 74 ; 10 ; 37 ; 782 ;27/02/2019;11:40:00;Ewallet;744,4;4,761904762;37,22;5,1
458-10-8612;C;Naypyitaw;Normal;Male;Health and beauty; 64 ; 7 ; 22 ; 471 ;20/01/2019;12:27:00;Ewallet;448,56;4,761904762;22,428;7,6
501-61-1753;B;Mandalay;Normal;Female;Home and lifestyle; 63 ; 6 ; 19 ; 398 ;01/03/2019;20:24:00;Ewallet;378,9;4,761904762;18,945;9,8
235-06-8510;C;Naypyitaw;Member;Male;Home and lifestyle; 86 ; 3 ; 13 ; 270 ;24/01/2019;20:59:00;Ewallet;257,16;4,761904762;12,858;5,1
433-08-7822;C;Naypyitaw;Normal;Female;Health and beauty; 79 ; 7 ; 28 ; 580 ;01/05/2019;19:48:00;Ewallet;552,23;4,761904762;27,6115;7,5
361-85-2571;A;Yangon;Normal;Female;Sports and travel; 89 ; 5 ; 22 ; 470 ;30/03/2019;10:18:00;Cash;447,4;4,761904762;22,37;7,4
131-70-8179;A;Yangon;Member;Female;Health and beauty; 92 ; 3 ; 14 ; 290 ;17/02/2019;16:27:00;Cash;276,27;4,761904762;13,8135;4,2
500-02-2261;C;Naypyitaw;Normal;Female;Food and beverages; 57 ; 6 ; 17 ; 361 ;21/03/2019;17:04:00;Ewallet;343,74;4,761904762;17,187;5,9
720-72-2436;A;Yangon;Normal;Male;Food and beverages; 67 ; 4 ; 13 ; 279 ;03/02/2019;18:14:00;Ewallet;266,08;4,761904762;13,304;6,9
702-83-5291;C;Naypyitaw;Member;Male;Fashion accessories; 100 ; 9 ; 45 ; 943 ;27/03/2019;10:43:00;Cash;898,38;4,761904762;44,919;6,6
809-69-9497;A;Yangon;Normal;Female;Home and lifestyle; 46 ; 10 ; 23 ; 480 ;19/01/2019;19:30:00;Ewallet;456,8;4,761904762;22,84;5,7
449-16-6770;A;Yangon;Normal;Male;Health and beauty; 51 ; 5 ; 13 ; 267 ;19/02/2019;14:53:00;Credit card;253,95;4,761904762;12,6975;5,3
333-23-2632;A;Yangon;Member;Male;Health and beauty; 10 ; 7 ; 4 ; 74 ;28/03/2019;20:14:00;Cash;70,56;4,761904762;3,528;4,2
489-82-1237;A;Yangon;Normal;Female;Electronic accessories; 94 ; 7 ; 33 ; 690 ;01/05/2019;11:51:00;Credit card;657,16;4,761904762;32,858;7,3
859-97-6048;C;Naypyitaw;Member;Male;Electronic accessories; 84 ; 2 ; 8 ; 177 ;26/03/2019;14:13:00;Credit card;168,5;4,761904762;8,425;5,3
676-10-2200;B;Mandalay;Member;Male;Fashion accessories; 54 ; 1 ; 3 ; 56 ;02/03/2019;20:13:00;Ewallet;53,78;4,761904762;2,689;4,7
373-88-1424;C;Naypyitaw;Member;Male;Home and lifestyle; 36 ; 5 ; 9 ; 188 ;02/06/2019;18:44:00;Ewallet;179,05;4,761904762;8,9525;7,9
365-16-4334;B;Mandalay;Normal;Female;Food and beverages; 26 ; 8 ; 11 ; 222 ;24/02/2019;14:26:00;Ewallet;211,44;4,761904762;10,572;8,9
503-21-4385;B;Mandalay;Member;Male;Health and beauty; 40 ; 3 ; 6 ; 126 ;21/02/2019;12:40:00;Ewallet;119,73;4,761904762;5,9865;9,3
305-89-2768;B;Mandalay;Member;Female;Home and lifestyle; 22 ; 3 ; 3 ; 69 ;01/09/2019;18:43:00;Ewallet;65,7;4,761904762;3,285;4,7
574-80-1489;B;Mandalay;Member;Female;Food and beverages; 63 ; 4 ; 13 ; 264 ;25/02/2019;13:22:00;Ewallet;251,4;4,761904762;12,57;8,7
784-08-0310;C;Naypyitaw;Member;Female;Food and beverages; 21 ; 4 ; 4 ; 88 ;13/01/2019;13:58:00;Cash;84,16;4,761904762;4,208;7,6
200-40-6154;B;Mandalay;Member;Male;Home and lifestyle; 66 ; 6 ; 20 ; 415 ;02/09/2019;11:45:00;Cash;395,46;4,761904762;19,773;5,7
846-10-0341;A;Yangon;Normal;Female;Fashion accessories; 43 ; 7 ; 15 ; 313 ;01/06/2019;11:51:00;Cash;297,99;4,761904762;14,8995;6,8
577-34-7579;C;Naypyitaw;Member;Male;Food and beverages; 50 ; 9 ; 23 ; 477 ;01/10/2019;17:16:00;Cash;454,41;4,761904762;22,7205;5,4
430-02-3888;B;Mandalay;Normal;Male;Electronic accessories; 46 ; 6 ; 14 ; 290 ;02/07/2019;15:55:00;Cash;276,12;4,761904762;13,806;7,1
867-47-1948;C;Naypyitaw;Normal;Female;Home and lifestyle; 16 ; 10 ; 8 ; 166 ;01/09/2019;12:07:00;Cash;158;4,761904762;7,9;7,8
384-59-6655;A;Yangon;Member;Female;Food and beverages; 99 ; 9 ; 44 ; 932 ;19/02/2019;15:07:00;Cash;887,94;4,761904762;44,397;8,4
256-58-3609;C;Naypyitaw;Member;Male;Fashion accessories; 92 ; 1 ; 5 ; 97 ;18/03/2019;15:29:00;Cash;91,98;4,761904762;4,599;9,8
324-92-3863;A;Yangon;Member;Male;Electronic accessories; 21 ; 2 ; 2 ; 44 ;02/05/2019;18:45:00;Cash;41,78;4,761904762;2,089;9,8
593-08-5916;A;Yangon;Normal;Female;Fashion accessories; 16 ; 1 ; 1 ; 16 ;19/03/2019;15:23:00;Credit card;15,5;4,761904762;0,775;7,4
364-34-2972;C;Naypyitaw;Member;Male;Electronic accessories; 97 ; 3 ; 15 ; 305 ;30/03/2019;20:37:00;Cash;290,46;4,761904762;14,523;6,7
794-42-3736;B;Mandalay;Normal;Male;Food and beverages; 33 ; 2 ; 3 ; 70 ;26/01/2019;14:41:00;Credit card;66,66;4,761904762;3,333;6,4
172-42-8274;B;Mandalay;Normal;Female;Electronic accessories; 38 ; 2 ; 4 ; 80 ;03/02/2019;18:18:00;Credit card;76,54;4,761904762;3,827;5,8
558-60-5016;A;Yangon;Normal;Female;Home and lifestyle; 33 ; 9 ; 15 ; 315 ;03/04/2019;15:27:00;Ewallet;299,7;4,761904762;14,985;7,2
195-06-0432;A;Yangon;Member;Male;Home and lifestyle; 81 ; 3 ; 12 ; 255 ;13/01/2019;12:55:00;Credit card;243,03;4,761904762;12,1515;9,3
605-03-2706;A;Yangon;Normal;Female;Health and beauty; 16 ; 3 ; 2 ; 50 ;25/03/2019;18:02:00;Cash;47,4;4,761904762;2,37;9,5
214-30-2776;B;Mandalay;Member;Female;Electronic accessories; 34 ; 5 ; 9 ; 181 ;03/11/2019;19:44:00;Credit card;172,45;4,761904762;8,6225;9
746-04-1077;B;Mandalay;Member;Female;Food and beverages; 85 ; 10 ; 42 ; 889 ;01/01/2019;11:36:00;Credit card;846,3;4,761904762;42,315;9
448-34-8700;B;Mandalay;Member;Male;Home and lifestyle; 37 ; 7 ; 13 ; 271 ;02/10/2019;13:51:00;Ewallet;258,37;4,761904762;12,9185;6,7
